Date,AAPL,ABBV,ACGL,ADP,AEE,AJG,ALB,ALLE,AMZN,APA,APO,ARE,ATO,AVB,AVGO,AVY,BAX,BLK,CAG,CAH,CDNS,CHTR,CL,CLX,CME,CMS,CPB,CSCO,CTSH,CVS,D,DECK,DELL,DG,DHR,EFX,EQR,ESS,EXC,EXPD,FAST,FFIV,FITB,FSLR,GDDY,GLW,GOOGL,GPN,HBAN,HPQ,HRL,LLY,LMT,LNT,LRCX,LYB,MET,MKC,MPWR,MSFT,MSI,MTD,NCLH,NDSN,NEM,NKE,NRG,NVDA,ORCL,OXY,PH,PKG,PLD,PNC,POOL,PSX,QCOM,REG,ROST,SNPS,SRE,SYY,TAP,TDY,TRV,UAL,UDR,VRTX,VTR,WEC,WMB,WMT,WST,XOM,YUM
2020-06-23,0.42655692709094567,0.1448568067207387,-0.047218794973069356,-0.1676411953639147,-0.18452008949792284,0.10040908597511845,0.28106908418620324,-0.047438319791936044,0.12255905584688509,0.4389551485885497,0.687300753415274,0.09168793974393993,-0.13239419566379587,-0.15613235224677124,0.06871115739404321,0.1307511237022879,-0.13602332245257212,0.16564884423535997,0.2447594593266471,0.17446953245099964,0.008434409820423365,0.1442055567526288,-0.16644097717134917,0.21910129217018334,-0.1750939506594676,-0.1015477447091599,0.10851556166737723,-0.3261385343310591,-0.12959371701368602,0.16067355867191047,6.246250487134285e-05,0.20430745273615397,-0.10438442896507764,0.1715735089618431,0.03618441938405979,0.21003633281562123,-0.19509690158350337,-0.17316481617780216,-0.3137489103661514,-0.02832087367797387,0.2220940339688774,-0.033270703956999645,0.26071131501623956,-0.1205387475455034,-0.007815734757629755,-0.1330537871997437,0.07817672706349481,0.02902987203710547,0.24156674548285417,-0.06813823113724445,0.016434022539299584,0.1384809244240868,0.02606193241583876,-0.06418639987712624,0.5052889341750885,0.05601583286088906,-0.011810600777296515,-0.024969395222335777,0.4652752234110298,0.12557473396668,-0.1800117582141719,-0.11763803551877204,0.19988431987412122,0.32672444340895584,0.36039725526393235,0.13782578805296883,0.043506245642874065,0.6034236669294718,-0.09715951073645726,0.10329471716776278,0.297518529404955,0.26421914541824343,0.11135440146954619,0.08394820392749737,0.20451539284477271,0.11805433168394691,0.112740530491683,-0.015565333872429787,-0.05165055526112437,0.15946243115707964,-0.1661297044376845,0.06957408474824188,-0.12482347692824645,0.23802726798844367,-0.18146890015510675,0.08059210794337678,-0.057835269740384485,0.16629838266214628,-0.18655288444483345,-0.03913872728785025,-0.010520091758715495,-0.09582080181708269,0.34704936054727714,-0.26571826596497866,-0.20937785025003924
2020-06-24,0.43368957131619473,0.3102844904406447,-0.04511745576228318,-0.17375891888969777,-0.1801660311663681,0.09784579696238396,0.274501227085726,-0.07255692970510992,0.13172906402418177,0.4644607394038362,0.6804439535095316,0.10879890515043401,-0.13210851950349425,-0.13821505045782326,0.08819663498837127,0.12201422872878,-0.13960731818808397,0.16800109904544505,0.2074912065038939,0.14400463202343017,0.016655713397950276,0.13052875600018352,-0.1760139640141814,0.20615664704122388,-0.19530498287907777,-0.1024146883861421,0.0875271628675568,-0.3106641691630268,-0.11728791677918317,0.14102180494591424,0.010786133983872159,0.2056777246479813,0.01895692286436829,0.1910320590285445,0.016106776588752033,0.20856728331958913,-0.17832947052527007,-0.1570864172393907,-0.29081942699164254,-0.034767620724567905,0.2308953981341902,-0.0076627223259705815,0.2628603074582312,-0.1334610029218709,-0.04109385225713603,-0.1407525872835496,0.09458164070656143,0.00634322881676855,0.22186710891147857,-0.08296690267957331,0.0630095788602788,0.12508182668502124,0.0020058463850230507,-0.06998562791674841,0.5281719637785133,0.024200452933770135,-0.01053218046998722,-0.01855226936151087,0.486954497496342,0.14570202197073348,-0.16982060235934168,-0.13322412692507116,0.15997480085501983,0.32277584935431003,0.36894344138356566,0.15970094453563552,0.05487776652519874,0.5992053335327325,-0.08868497455199428,0.08692849638484237,0.30129544279933534,0.26550374877262356,0.12056006110660425,0.08455576573129174,0.2006930440358445,0.09019215925812682,0.13553503478333903,0.0007517460366762561,-0.05910352500088632,0.17572622640895355,-0.14468166065670593,0.040895374564822014,-0.13575309894238968,0.2367603395395546,-0.1928122498487017,0.08596356544498852,-0.05428399510914546,0.15385100887487696,-0.15599014149407872,-0.036877827193523206,0.010064730930538949,-0.10011745267695904,0.33857979195381327,-0.2718623948671424,-0.20606921390813035
2020-06-25,0.4121913367268476,0.2847129977477852,-0.026682041754687268,-0.15202610846991638,-0.1744767206402869,0.1326461499135913,0.2480917669572289,-0.0832111618358625,0.12032945400774736,0.4568317061864717,0.661032362503444,0.14060629150931245,-0.12332443957677498,-0.12142955507251574,0.05787710608658289,0.11683866352789746,-0.09774008256821487,0.16362607483862426,0.19826329674655843,0.13254359893120216,0.003598440951636434,0.13280671777612038,-0.1529340784809805,0.244576134394925,-0.16707306312514708,-0.09647880627684612,0.11430692115651025,-0.3213445664788955,-0.0960647073817095,0.14461481393870182,0.013913108230500584,0.16970475201031973,-0.0430933188653031,0.1749881032734536,0.021942201737521823,0.20870235469465423,-0.15598470676355491,-0.14177176648845208,-0.3079865274655018,-0.04271672299933115,0.23390385970634842,-0.031652375295425125,0.26701744242005054,-0.133964845547589,-0.044886439423199816,-0.16385043920549347,0.09569175272957389,-0.011072359512132849,0.24174720971193983,-0.098048625884031,0.08726870510605785,0.1918798339276494,0.005372426616139693,-0.06924843918535971,0.49942451555061573,0.06413984082968373,-0.005827472987144068,0.02874424078386368,0.4693598800783683,0.14159705107621143,-0.17603461295802683,-0.1321613318283842,0.1608170652726029,0.30650507609283345,0.3576210570400125,0.16237602498269915,0.08741436106237467,0.5549806764899393,-0.1078757481931635,0.07606626175260818,0.2895257591371139,0.23499088720146616,0.1486005392885245,0.09663845307523157,0.19288535594969675,0.04191468417217081,0.08382772470251958,0.029699472589969557,-0.11586855056230301,0.17149798352984902,-0.1445045624131052,0.04562027152001335,-0.16255195927057828,0.2262616542678283,-0.16071288783183918,0.11308338432658667,-0.03201313219140174,0.1715332575247363,-0.12641278577798243,-0.041997805680373056,-0.01950637790196393,-0.10527478288760676,0.36958617051967,-0.2744975127625137,-0.22121256330248687
2020-06-26,0.4087302956485894,0.26713400425416517,-0.049152335928193625,-0.14491245515937115,-0.1517478447264308,0.13826016917825978,0.28830606057653285,-0.07336651157020187,0.11100537824908119,0.5130310513906785,0.6153990582735474,0.12515412662984537,-0.10752241590099684,-0.11292993313397785,0.08421040033289102,0.10915499528725668,-0.10853914418756806,0.16927240015007897,0.2958101962696599,0.11537600333699251,0.040834119394376464,0.13010431434639133,-0.1506100701272798,0.24682519432035838,-0.18244129451602756,-0.08449943315256755,0.11285766801432753,-0.2589643186640805,-0.06679250503755224,0.13914328532427608,0.009432239705968416,0.1758190421337297,0.024726393535059243,0.18074346665644586,0.028036753511936314,0.2186524335871862,-0.15750094536080442,-0.13552179002716325,-0.28763862789467165,-0.036604310814262776,0.23704915673533059,0.03203005380150902,0.23760315758941122,-0.16961047154139192,-0.0688122934965466,-0.14655590039351024,0.0733292929691127,-0.007744857886095274,0.1670860899900035,-0.037522851391650104,0.0831862009816198,0.20231416909450906,0.007129741413419616,-0.04446510786389402,0.48750575079075065,0.10797657107932712,-0.004824017980123231,-0.006436058034002849,0.4737827058017171,0.14706425430139305,-0.1623537295795311,-0.13175141826864017,0.17155343572384707,0.29679314871909135,0.3874660937643466,0.10469128294917932,0.07906876222444886,0.5384295867031362,-0.09615712166402603,0.10412817349271651,0.3281130909752395,0.24387623681914516,0.1452660750415856,0.08430840473479925,0.19443637550427784,0.06740511788059257,0.10317615447633012,0.05329684621520778,-0.06442042519465771,0.18761485903364195,-0.14684642698393732,0.04827713132015149,-0.17291487507388598,0.23142259868152362,-0.15614273232103,0.11648008527999681,-0.022775193277467513,0.15745217365721725,-0.07459504053719503,-0.026185972667873782,-0.004607172770620862,-0.10780327487440994,0.36768042560881503,-0.2596517909750932,-0.213502907437182
2020-06-29,0.4400096540260003,0.22660483970360842,-0.06774301461835278,-0.15051193052823444,-0.14821341739137972,0.09733046805561102,0.2835437878755423,-0.0698940553185983,0.11248403596535089,0.4620273093171711,0.6354334909021001,0.11525490641945878,-0.10842660227692157,-0.11148365558007703,0.0689710059318706,0.09372997756846531,-0.11159951004655551,0.1423847593629897,0.28305345459044184,0.11552365276607397,0.030138385468934655,0.13163715805928192,-0.12963798364086393,0.2555162283960146,-0.195616886833306,-0.07329448964944653,0.12649286667681725,-0.24957284592949383,-0.06057373119996015,0.15482806918311656,0.01276195338699532,0.20150648569671195,0.07099581968957505,0.19446202577363172,0.024436625232838707,0.19114015946203894,-0.16078870814268717,-0.14337433513179712,-0.2667551710939632,-0.04653480185001017,0.24176954434730735,-0.021427172582757645,0.19262518277010068,-0.1714852860218662,-0.07035615505665146,-0.14962945071843237,0.09033137524588415,0.0037150002645830273,0.13264062886277492,-0.025357554552322102,0.08008197333349494,0.21063062957726564,0.02378038000027171,-0.04418309609043179,0.486297233230241,0.11198662432254093,-0.020399659155089983,0.021410639643510348,0.4567418609169637,0.15823080120829736,-0.18841542712592727,-0.12858380361226615,0.17248950182477496,0.28879002107866936,0.37833323508808325,0.11789014460204184,0.07949329413677796,0.5307788903424301,-0.09176307702069285,0.06338680870542436,0.33824887593371805,0.24135732344894772,0.14284443224363505,0.060370385883428315,0.19345582138384906,0.033679563945313094,0.09637037193003858,0.06150653237793513,-0.04753498372353256,0.15565459969189405,-0.11481361977859329,0.06274481548004715,-0.16978462458727442,0.20900022025490161,-0.1565383652634159,0.13721435610712712,-0.031550821321181394,0.12759973127826513,-0.07346923879071318,-0.009516282166501947,-0.05655484271041169,-0.10115318165064681,0.3433488559236306,-0.27331567669466056,-0.19490648754840012
2020-06-30,0.4232161469742526,0.2298309707312075,-0.08800393766941393,-0.1483707744728398,-0.14550537034631023,0.0886888968929727,0.2872029247808622,-0.06232473991359944,0.12028346847064543,0.44973664248646406,0.6404870892342703,0.09787557034357593,-0.09772175219000277,-0.10285886887307637,0.02965935783620437,0.08187565263456116,-0.08681104034265605,0.14647934174108102,0.3067927010753566,0.11180792131805307,0.0050920360353378935,0.12129342157857328,-0.12801716850671158,0.26427069275282594,-0.21311841706877113,-0.057669191099819925,0.1316874000003269,-0.24574206872704998,-0.07806679708044216,0.15012487938456934,0.02138961964343056,0.19462172916668044,0.06567628379749328,0.1879222908383808,0.037619177843311785,0.20585605301825757,-0.15095076301005883,-0.1468331764123344,-0.2705464125808928,-0.03016575341541937,0.2538694557044325,-0.03240923721394986,0.19115579537985516,-0.19296732286524743,-0.08274348365795264,-0.17643090066223696,0.0808917058262479,-0.0032525636920496754,0.14282896939984793,-0.03155408761815433,0.06789456329008557,0.19958543158549255,0.02064364368318592,-0.0368500752087837,0.5023218243500153,0.09444254383877146,-0.01790895342035516,0.015992049475838557,0.45050823251415656,0.16245357922927298,-0.18062960372078063,-0.11586096602588777,0.15930093391265948,0.2997754975526397,0.4226672693767314,0.11548613577995369,0.0522983026390513,0.5361701640123191,-0.1042278719052121,0.08613670524939189,0.34529384564244797,0.22927278607432608,0.16122500882526042,0.055093226221508564,0.20576502612130557,0.06387552014039702,0.09056737896637758,0.05211020951229474,-0.05785366615056307,0.15397654611469283,-0.12235412737115783,0.05293194478735717,-0.20847827743722058,0.20905498376954254,-0.1699506131934266,0.09474460118425071,-0.027014798652878685,0.14596834357901214,-0.07487652481504735,0.0008981502218650516,-0.03567273951009894,-0.09849770935782777,0.3719534156822779,-0.2729144219715679,-0.19105167375387183
2020-07-01,0.4098990706371314,0.22266872502068616,-0.09044799833503915,-0.12443669864259459,-0.13579015365010197,0.07749486948294794,0.2858226053960906,-0.05393920146248595,0.13914509742318062,0.500851039661356,0.6383364509250774,0.10347165251860091,-0.10353730323742473,-0.09283821277225404,0.035752478655644286,0.0770199139421939,-0.08560672165278042,0.15159372596565227,0.32533781209195517,0.11104508800205283,-0.0044943872675971535,0.1326422000906662,-0.14509986114814327,0.2520248546224715,-0.2015888220946952,-0.05104464323536114,0.11014023860605342,-0.2784476962766068,-0.08391348193797571,0.14572890750649914,0.02429799978741126,0.20135984382017968,0.044303859353559565,0.17535124993381557,0.032149421664574185,0.2098144055094027,-0.1390774701259529,-0.12574743347675593,-0.2650598415101457,-0.010913046168339383,0.2707837448670286,-0.031816570988196076,0.19366393610114757,-0.2042039495399259,-0.08249319209426717,-0.1709432881499224,0.07729307467704064,0.005637946712324893,0.13919032519275185,-0.05033627367005313,0.04383877755841724,0.1754716781364544,-0.005975914757282626,-0.037555757268503694,0.504804906149157,0.10402259066646306,-0.0224374544480138,-0.0035989188285592477,0.4567580711970659,0.15161276498908194,-0.21289421625801047,-0.12930839520172677,0.17098096251211434,0.29363822765651626,0.401038240440611,0.11436357464502377,0.07471278789106714,0.549673660214648,-0.11191153301466758,0.08982116757855485,0.3552533045660747,0.23266896885592092,0.15495077292173814,0.04892077689179392,0.2100682912434113,0.02589732203720432,0.0807653730985908,0.0541090712565998,-0.030793816421056115,0.1381592462902401,-0.10761695129517482,0.04353396383096932,-0.1818687555555529,0.1887740490285833,-0.1863135627468375,0.11288766132655056,-0.0039041213574951723,0.13570049116935992,-0.044953142965398145,-0.001881335686093931,-0.041406088675558075,-0.11457662353555143,0.36510258613324054,-0.2728026361546109,-0.20719851071809015
2020-07-02,0.40558973459984066,0.21314641975530535,-0.09865958172457372,-0.1244875916722222,-0.1306272649815515,0.06841118232816758,0.29730696573393883,-0.04893084104794016,0.1438496929114693,0.5251689877881174,0.6364537350771088,0.09384771940966097,-0.10329940497108582,-0.10326189661333164,0.0815709525172731,0.09889861738884127,-0.08807532333986455,0.15689871568861782,0.26247200273161336,0.09891311726363641,-0.0027089133045982675,0.12405869372783751,-0.15558997296846966,0.24792970334463066,-0.22888835869232937,-0.05524901431986151,0.0878267888249933,-0.294356702445693,-0.08461065849231217,0.14315322391984325,0.022155098867275857,0.18842973197928867,0.023943617822086597,0.15650191829028776,0.04127420339691161,0.18513754447606573,-0.15227112356162825,-0.143159864432974,-0.2627961149866403,-0.009529273863480176,0.29266768075175514,-0.030770061426208785,0.18862824619389723,-0.1800533514937848,-0.1266261964748555,-0.15636154808537478,0.09065606021007637,0.0034691039541588147,0.11984812333255462,-0.048676531240572314,0.04570253025362986,0.18012064578013892,-0.006868282716146271,-0.03149827116519983,0.5401268255089973,0.12323462155229839,-0.025658298983256292,-0.012299968267226383,0.4689018076730758,0.15708983040815613,-0.2285340143812296,-0.13601850330054327,0.16081174936455897,0.2942129728128617,0.38826815046713725,0.11330237226065917,0.05037235324034933,0.5603886060442025,-0.10772907565430549,0.10297773220902184,0.36423460220326626,0.21288710771918262,0.15001026945436474,0.03641193980121593,0.18605303499731585,0.004550936981270664,0.1117509289723691,0.030435381540719522,-0.030499446131305712,0.13523459762872306,-0.11128376533538112,0.04213669842194298,-0.18589407134979624,0.17137283590538493,-0.19384134768809694,0.08360264325016632,-0.02309740468013444,0.13647654896824993,-0.08967124673333819,-0.00012866807676330017,-0.032267796000762766,-0.12218339601199511,0.38630561703845484,-0.2723031608598245,-0.20462116059093913
2020-07-06,0.4085305904047785,0.2273966240115697,-0.10182900362074387,-0.15029379264087261,-0.14983010252443651,0.05602532629547243,0.3315117579924665,-0.05594999830683188,0.18195908209592188,0.5410455167287379,0.6155530701244208,0.07879174023793735,-0.1199922676887086,-0.11357257241432679,0.08318912988398723,0.08897353636099216,-0.09938194875989623,0.1380469312839881,0.26776226986837504,0.07639839888474227,-0.013666222735568672,0.12020536505959005,-0.15845188064023033,0.2426821125437689,-0.2504448748117838,-0.07430507792123435,0.0786126582830071,-0.3015002562410712,-0.10842308603051368,0.122331671179836,-0.11080978770206035,0.17815621908949844,0.026453463113201948,0.1258865118454996,0.04587498654734794,0.16971050628638606,-0.17781854289253338,-0.16330199377128357,-0.28870636465630656,-0.021437066273576957,0.28505229701037776,-0.029558053943308557,0.18394377281263855,-0.12554158945608776,-0.1532984434241238,-0.1412625594637575,0.08182561383060204,-0.02207726557689096,0.12512026634438597,-0.035729840558764714,0.038410776590614884,0.19146261297195452,-0.023557514611709164,-0.05280151418507611,0.5542667118874246,0.13004166191626934,-0.011843015626119552,-0.0312641958898748,0.457826216494849,0.15507202948134885,-0.24228899104214185,-0.1262493766614579,0.18733627773072864,0.31268801230088666,0.39641225566772076,0.1032032580509599,0.03506927386636817,0.5724830148750372,-0.1269006594577785,0.11221886106810093,0.38164446665244284,0.20763480429542802,0.13140227848012478,0.026308869326637216,0.1685654768754505,-0.01113768862864731,0.10254745612341472,0.03568731263936137,-0.03540281884810281,0.11539587408143563,-0.14085771678540907,0.028055104763655296,-0.18550234927673412,0.1865473222929724,-0.18512910965891063,0.11797997706738275,-0.04293469562334807,0.14416968577080566,-0.08718061555252872,-0.024211377657298652,-0.027404190382454806,-0.13847208032707792,0.3861088552246465,-0.2708437879243747,-0.18959582259098245
2020-07-07,0.4267466284861529,0.25596239334726034,-0.12014933591357145,-0.16415268017733858,-0.14977313622973687,0.070455167951001,0.31073638964205236,-0.05729797722543874,0.1540583516714403,0.5475713822834088,0.6277092470586542,0.05348386370951148,-0.12520441253706827,-0.14255275049408342,0.0972047111802101,0.10452203369962386,-0.12176211695799358,0.1431607734251795,0.262156137825562,0.06959681718814999,-0.01803045474279187,0.12825639446693426,-0.15785909168161277,0.24202725423501018,-0.2459253095080124,-0.08480581587967545,0.08599479093748998,-0.3084316808462168,-0.10036280964725242,0.11607117595070798,-0.10423470574909716,0.1497065667609658,0.03301471878539672,0.1337347359042944,0.04569859728138766,0.17236366802305234,-0.21352694297903888,-0.19398119280045284,-0.28550200584696045,-0.01373678676259382,0.29328721727429236,-0.01970718878123761,0.1808608004944554,-0.12184988584831996,-0.1456301136512578,-0.12518181280967522,0.08897774609505163,-0.039957882924067066,0.12515332386113653,-0.05045605045722297,0.04317326888015387,0.1998283093121416,-0.039755105977319086,-0.05903782288524116,0.55143697175072,0.13534360560456127,-0.01739087162493587,-0.013272503246123604,0.47435512333887714,0.14149244830071447,-0.26102634226397575,-0.1315955219514027,0.21174293648442646,0.3230575952247036,0.41535433277015466,0.06100493504941394,0.04736098259404823,0.5883115465199927,-0.1331664659684146,0.0937399026590103,0.3813146171589249,0.21019412726731,0.1306066119373583,0.018423215891550198,0.17917464456865798,-0.043426928337528856,0.09596173635087532,0.010898459917636803,-0.07427084435824212,0.10179561944399493,-0.15808808055429044,0.024389378182872606,-0.18973545131880962,0.1803897521879529,-0.19233657993058337,0.08331323715656927,-0.07362044326900498,0.1689251111537134,-0.12037503069667542,-0.038823263459304334,-0.03704231492644693,-0.0886466745326856,0.37743461937372147,-0.2865380080662472,-0.19965880207430944
2020-07-08,0.43627909861204084,0.2508337000246407,-0.1343526393622986,-0.16079698433726192,-0.1483256295324848,0.06789945633890442,0.29775315802467966,-0.06070082117573708,0.15620632832711134,0.5416384493872878,0.6304349276420649,0.034760726198534694,-0.13653813929379657,-0.16199714922543737,0.10264888455167313,0.09383744241027413,-0.13640236743584824,0.14746569706348095,0.2704718878778787,0.07089221690002262,-0.020179962012707758,0.119608066126141,-0.15149672601838549,0.2566535386309552,-0.2388834629055063,-0.08928341938312609,0.08191240000698492,-0.3129211394643247,-0.11289852735114245,0.10897482024424185,-0.09478999905581335,0.17821888608702113,0.04831816289089654,0.11698727778933382,0.06273792672659834,0.16349100652158538,-0.22637118507208284,-0.20962542518915794,-0.2936911309573192,-0.007532175194713271,0.2738517191897361,-0.031624727026008104,0.16822357275694977,-0.053241559116370234,-0.1444817250227708,-0.13292778155403623,0.08403643076523498,-0.053399052876620334,0.11705875795775451,-0.04888763540337314,0.041038738102075034,0.1966975459750216,-0.05127739571894658,-0.06485993938055191,0.5490743617970348,0.13150890387803646,-0.0002390574567614635,-0.0027215951694335326,0.4567154872876746,0.1582910337671635,-0.2654490365131624,-0.13817670330589366,0.23183751090071125,0.3242125723869874,0.4132334316389634,0.07676884282759174,0.05732502348719958,0.6079122594479595,-0.13191977327374027,0.08788728023555875,0.3699567005234696,0.18278855108917863,0.130490556509395,0.015341361758582663,0.2051508821049016,-0.06695248779649896,0.10203513181222164,-0.019527894255925243,-0.09091384068525267,0.11114864144834183,-0.17082722345772594,0.02204663035956406,-0.17513076509091496,0.1860332620049124,-0.19253421556054373,0.08662113336392037,-0.09839830648653448,0.14322983879208814,-0.13795140942379266,-0.04386400906339081,-0.0547278960276326,-0.11058579769820004,0.36915264489034794,-0.294711605289148,-0.21162644191693172
2020-07-09,0.4326951923072708,0.23754863310782592,-0.13285753020762509,-0.17046733304372647,-0.14956300385077914,0.0690282333991502,0.2945852823973549,-0.057480737745926366,0.16369665833833513,0.5109426311932926,0.6394475678689531,0.04216423646704376,-0.14417668242261136,-0.16718627359930813,0.12285968066331684,0.09947038526097203,-0.1328137365303552,0.1430257975483904,0.26056571193300054,0.0527030491145405,-0.01331627870524012,0.11016450398167332,-0.16932258704580952,0.2728342273710053,-0.2496503682806788,-0.09378809835072964,0.07915203720876167,-0.3077347727070404,-0.10107806360993274,0.08263720346150744,-0.10659425213936302,0.1749809616217012,0.031357864656079155,0.11906055080786236,0.06495188431220603,0.15036734411316482,-0.22830567594404763,-0.21639073643360646,-0.3022385948790702,0.02827425341049652,0.29225895794546575,0.04704903880984089,0.19445821309534664,-0.0372635422721137,-0.13286591100842052,-0.10975645053246444,0.08056430828869952,-0.05800312153054673,0.12391228244944522,-0.04435701421903997,0.022879438558371788,0.16912221832734375,-0.06425209037255829,-0.06944451574439421,0.5587626282931895,0.13400009534645282,-0.006025543983629299,-0.000202757165425392,0.459298142532467,0.15378213788954906,-0.267544762442007,-0.11721772682576134,0.27223054733845536,0.3410147787790232,0.39809582926936504,0.07772679508010856,0.041357728611670384,0.6146661626648409,-0.12553972339179625,0.07415886264121341,0.39228448946451455,0.18690971521108152,0.14060753480140878,0.03557401499688301,0.23845093683874355,-0.10684393597609741,0.13518847514715193,-0.01479933677731063,-0.09322893547909394,0.1103301988753128,-0.17387305390600216,0.008541421331525885,-0.19618481154746187,0.18471148495480766,-0.19732389669043282,0.07925914078411221,-0.09465378305072815,0.13528595361274967,-0.13672829753977198,-0.06041751162310541,-0.06172521444538312,-0.0957844003185545,0.3801280847696874,-0.3197862183715537,-0.20863759574770205
2020-07-10,0.44268494349383813,0.227128641527776,-0.11167309251407717,-0.17523371847273653,-0.13568833058580576,0.06936577543404973,0.3148915877748302,-0.06319961362204356,0.19358712114232274,0.5104153795753167,0.6056142050573465,0.04542968713704001,-0.13362518086363462,-0.1738365245748688,0.09404595319183956,0.07214868101034919,-0.1395291826035426,0.12712505506997207,0.31254118253561736,0.034115762781979024,-0.012571379771821198,0.1214989537036312,-0.16320306864547215,0.2783393314495209,-0.2818432440121451,-0.08545095232882692,0.11338933781090374,-0.3157485986195475,-0.13163267081723873,0.05369964832966855,-0.11062877395418659,0.20516269509359836,-0.01618130216916274,0.12087052767788992,0.05542461944460982,0.1390697042521121,-0.24681638921504,-0.22311228434383182,-0.29404822985134305,0.017529020258703384,0.3086399204957194,0.001116031488884957,0.17802986764635892,-0.052131075626142505,-0.12333861826445477,-0.12196541670507124,0.09561129010343705,-0.07151319553457133,0.1147826968072699,-0.0422020096232925,0.06880707564757808,0.1970079856578282,-0.040510498988907954,-0.05457682558284111,0.5560955856906159,0.11094434651617673,0.0013901274931462568,0.02338091904883485,0.43991470457293114,0.15323670690821414,-0.3072872633484811,-0.13764697434519282,0.2564412101483824,0.3045628999460953,0.37938127669683525,0.06668306893802699,0.038693411177271084,0.5811859702219873,-0.13191950009433445,0.009246755900846811,0.32662998462808857,0.21366294512249973,0.12773013269610323,0.008909869264420155,0.242562703313334,-0.12572092508423488,0.12538067600549338,-0.03340436024404565,-0.08988563823192858,0.08520019954708549,-0.15984845961341637,-0.002485164365176628,-0.15944281355635023,0.178960718722679,-0.17416392014547824,0.0824742446690152,-0.10536891960973707,0.16641809351171397,-0.11567579649360119,-0.05059432636896438,-0.08136333189662054,-0.061172222640782134,0.36654462570800667,-0.3206045515455643,-0.21648039944864958
2020-07-13,0.4562675708273938,0.25749382462790854,-0.09726714655514151,-0.16706977911907042,-0.0923508552333852,0.06714025458116617,0.3383251645355192,-0.055987714880565136,0.17936006838969148,0.48084753636306404,0.5914268141376321,0.061203805701277626,-0.1079155339338865,-0.16823944176849123,0.06737594137513149,0.10801400681063207,-0.1387318404870634,0.1402077075937246,0.293594470896304,0.07992276650223397,-0.0037721274795570548,0.12220811822902357,-0.15424061337695794,0.2492279772400504,-0.25741395324731076,-0.06570852042290094,0.11064679147868012,-0.3243739532097325,-0.10515023664714952,0.07472201482318108,-0.09271817756828797,0.19311272639333452,-0.03182385969915342,0.12055585022612521,0.08689339448932643,0.14870147179290866,-0.2227846767272992,-0.20373906478020615,-0.2566002204624226,-0.0004912746598532384,0.31753667283577575,-0.02040209209061367,0.1947570770718453,-0.0519564320989231,-0.15923415955925646,-0.11771734929581718,0.10214676153981177,-0.07499843863732747,0.12254736412755143,-0.02929234522501902,0.07610554209883283,0.2207195212275824,-0.025248206934573046,-0.037544108194698375,0.5454227514508267,0.12263149965038148,0.005668242537387412,0.0059431538976302935,0.43548347955861316,0.14541774234169783,-0.27415180499862657,-0.08611553820557818,0.18296208003150122,0.3002454144624483,0.3492211067973449,0.05533994531154406,0.058925054044908186,0.5776051198047145,-0.12364500200034745,-0.07825929791033781,0.3107484654583984,0.20734708720914097,0.14158925565714237,0.018808180594895182,0.2484772192257325,-0.14579107756948684,0.12586490287189403,-0.04028666010506668,-0.1264191245490139,0.08793088895724177,-0.13000857180471698,0.011402227579084805,-0.17167882922687175,0.17798757075234167,-0.15772288723537017,0.00762440611610722,-0.09434369589131562,0.16514696417815172,-0.12484578669476966,-0.04048556806654757,-0.07145572724327234,-0.06089146990114788,0.37868420359381466,-0.3146165983943939,-0.19667114746049663
2020-07-14,0.4523154514813798,0.2710353961888788,-0.0998203705374257,-0.18043839289309216,-0.08966572757019138,0.07867882098967731,0.35354480844532626,-0.049264266782928126,0.1628983079492585,0.5374316296616863,0.6131716916159782,0.0673292357183217,-0.1155844835864139,-0.1711085393452936,0.04790341183807013,0.12578909587992784,-0.13385768472222823,0.14125005818699052,0.3200350980614117,0.08880596366742176,-0.010670095817870063,0.12922128916548398,-0.13765734136077246,0.2649472975050291,-0.2617958956132384,-0.06117953338599588,0.12020667823310038,-0.32978294650952006,-0.12091003441452955,0.08297601885904816,-0.10238508775236188,0.20225015042902442,-0.06155111989804763,0.12731676066597403,0.08872058371642665,0.14114251232154362,-0.23880904231845046,-0.20696971636347125,-0.2592536395568848,0.0026634120105994783,0.3145402610848964,-0.012920719807338462,0.1499949634493457,0.020395473466804592,-0.13889787526533637,-0.12204339324570947,0.09166430469593627,-0.08756477154868199,0.10876570003401467,-0.01774479117244804,0.08779484149396247,0.225725695355578,-0.020841688407433057,-0.037507599959045734,0.5429021798578494,0.11941085639226645,0.0017987065867318855,0.028010817504802044,0.4381808445215724,0.14026375301589475,-0.27358505628594665,-0.05761301076111008,0.11267781783514953,0.30199280512601934,0.3836010573890374,0.041721332957304215,0.0700771332711487,0.5915013638811583,-0.12001073471303246,-0.07619628261722135,0.3339180829650773,0.24657419467838704,0.12839091775508088,-0.0023596354076214415,0.252632495659101,-0.14692771253397235,0.11389382589523059,-0.06903806374092314,-0.1994618790249557,0.08285259690059671,-0.12909616612984515,-0.008053935511665665,-0.15242800558351996,0.17968701438960988,-0.14960462480517508,-0.027743486326773828,-0.09735892246083261,0.18369323015296266,-0.14114997254898254,-0.04853750252595746,-0.06521848518075653,-0.04822883544600359,0.38981516390488063,-0.2959331473571425,-0.2072746999823905
